,Unnamed: 0,billing_entity,model,one_month,set_no,test_actual,test_mape,test_predicted,third_month,train_mape,two_month,val_mape
556,556.0,AHPN White,TBATS,5.73,2.0,[265115. 292347. 256243.],7.67,"[249922.2212701815, 246480.16968915053, 252153.4447239457]",1.6,12.43,15.69,21.47
557,557.0,AHPN White,TBATS,7.23,3.0,[292347. 256243. 200996.],16.97,"[271201.4234291077, 273454.63376182044, 275277.33541617735]",36.96,17.62,6.72,19.4
558,558.0,AHPN White,TBATS,2.07,4.0,[256243. 200996. 318185.],16.09,"[250932.62949115003, 247705.48870750028, 245123.77608056404]",22.96,32.78,23.24,13.4
559,559.0,AHPN White,TBATS,25.35,5.0,[200996. 318185. 254921.],16.79,"[251940.35669899746, 248968.57283258144, 246591.14573938012]",3.27,33.29,21.75,13.46
560,560.0,AHPN White,TBATS,25.98,6.0,[318185. 254921. 126594.],38.04,"[235505.9786927835, 230137.2918580485, 225842.3423900212]",78.4,33.49,9.72,12.47
561,561.0,AHPN White,TBATS,4.41,7.0,[254921. 126594. 409573.],49.66,"[266163.71407219616, 263906.35534892726, 261648.99662565836]",36.12,39.14,108.47,20.54
562,562.0,AHPN White,TBATS,121.78,8.0,[126594. 409573. 202945.],64.53,"[280763.4843387891, 283490.34388680296, 286217.20343481685]",41.03,37.02,30.78,20.35
563,563.0,AHPN White,VARMAX,26.41,1.0,[226277. 265115. 292347.],18.51,"[286036.8947366574, 272889.27628918254, 215815.90583221157]",26.18,49.31,2.93,36.62
564,564.0,AHPN White,VARMAX,38.92,2.0,[265115. 292347. 256243.],50.7,"[161931.72085889758, 127953.67312660505, 110311.94759478506]",56.95,10.14,56.23,14.19
565,565.0,AHPN White,VARMAX,53.83,3.0,[292347. 256243. 200996.],29.14,"[134964.6456640977, 196790.11157996146, 180106.02652182578]",10.39,14.49,23.2,17.32
566,566.0,AHPN White,VARMAX,1.75,4.0,[256243. 200996. 318185.],1.65,"[251747.87083039052, 199311.33160848726, 325711.8276119332]",2.37,21.2,0.84,41.74
567,567.0,AHPN White,VARMAX,1.95,5.0,[200996. 318185. 254921.],19.86,"[197068.23020171374, 267861.1503213152, 148318.8232509472]",41.82,24.74,15.82,37.2
568,568.0,AHPN White,VARMAX,13.74,6.0,[318185. 254921. 126594.],40.23,"[274479.20489818655, 97696.84979035707, 183928.4514777795]",45.29,21.91,61.68,20.23
569,569.0,AHPN White,VARMAX,69.32,7.0,[254921. 126594. 409573.],50.97,"[78209.54015537885, 104328.11521681806, 139274.67114794315]",66.0,26.21,17.59,12.92
570,570.0,AHPN White,VARMAX,58.17,8.0,[126594. 409573. 202945.],41.7,"[200232.4129262101, 242714.63166080674, 256087.96754151754]",26.19,23.26,40.74,12.51
571,571.0,AHPN White,VARMA,34.54,1.0,[226277. 265115. 292347.],16.27,"[304437.9031588769, 264278.32175640424, 251549.63863264615]",13.96,49.42,0.32,43.41
572,572.0,AHPN White,VARMA,46.57,2.0,[265115. 292347. 256243.],48.76,"[141659.18945889155, 153416.46997226024, 122483.23946169116]",52.2,11.95,47.52,12.61
573,573.0,AHPN White,VARMA,23.25,3.0,[292347. 256243. 200996.],14.86,"[224385.12024272684, 216278.12258443548, 212499.7539987832]",5.72,17.51,15.6,30.87
574,574.0,AHPN White,VARMA,6.83,4.0,[256243. 200996. 318185.],17.76,"[238747.68124243416, 239956.53811776428, 232073.71508855917]",27.06,30.12,19.38,33.4
575,575.0,AHPN White,VARMA,25.23,5.0,[200996. 318185. 254921.],15.07,"[251699.29727206533, 257655.4938725175, 257334.46001845223]",0.95,33.08,19.02,10.17
576,576.0,AHPN White,VARMA,40.06,6.0,[318185. 254921. 126594.],49.57,"[190705.54555215416, 201214.7477461094, 237472.87644110885]",87.59,32.48,21.07,18.26
577,577.0,AHPN White,VARMA,32.94,7.0,[254921. 126594. 409573.],25.88,"[170942.6738938881, 137212.485186852, 260807.77826236468]",36.32,30.36,8.39,23.79
578,578.0,AHPN White,VARMA,34.57,8.0,[126594. 409573. 202945.],26.19,"[170358.74519977206, 253491.458041102, 214896.6009980284]",5.89,31.11,38.11,28.2
579,579.0,AHPN White,Holt Winter's,53.66,1.0,[226277. 265115. 292347.],25.37,"[347704.7195489919, 324190.29002643033, 291847.8423261726]",0.17,14.52,22.28,13.66
580,580.0,AHPN White,Holt Winter's,6.63,2.0,[265115. 292347. 256243.],13.89,"[247538.97910186966, 224571.89822401325, 286638.26819531]",11.86,11.81,23.18,26.89
581,581.0,AHPN White,Holt Winter's,8.14,3.0,[292347. 256243. 200996.],15.52,"[268542.57959668874, 268542.5795986322, 268542.5795991181]",33.61,17.37,4.8,16.6
582,582.0,AHPN White,Holt Winter's,38.14,4.0,[256243. 200996. 318185.],34.52,"[353964.3162925656, 315152.231292949, 290768.0513455718]",8.62,19.27,56.8,22.49
583,583.0,AHPN White,Holt Winter's,31.56,5.0,[200996. 318185. 254921.],22.26,"[264438.8961218393, 305998.14068867394, 174900.3638881137]",31.39,20.47,3.83,24.23
584,584.0,AHPN White,Holt Winter's,1.53,6.0,[318185. 254921. 126594.],35.39,"[323048.680095491, 223844.13619224867, 243618.20191104244]",92.44,25.05,12.19,40.48
585,585.0,AHPN White,Holt Winter's,18.64,7.0,[254921. 126594. 409573.],38.81,"[207410.92417623688, 193396.8533153484, 225202.71193277318]",45.02,28.24,52.77,38.03
586,586.0,AHPN White,Holt Winter's,23.24,8.0,[126594. 409573. 202945.],39.88,"[156008.34739096565, 226046.95716416152, 307678.9669913576]",51.61,25.01,44.81,28.2
587,587.0,AHPN White,PROPHET,33.21,1.0,[226277. 265115. 292347.],22.36,"[301430.39147373673, 277078.46386342996, 206512.8203863731]",29.36,18.9,4.51,13.97
588,588.0,AHPN White,PROPHET,0.03,2.0,[265115. 292347. 256243.],12.66,"[265024.23333835293, 244296.5536549653, 311341.1067124437]",21.5,10.46,16.44,18.14
589,589.0,AHPN White,PROPHET,22.85,3.0,[292347. 256243. 200996.],31.62,"[225552.9694504657, 169287.84254996706, 277516.9680910284]",38.07,13.1,33.93,18.91
590,590.0,AHPN White,PROPHET,8.64,4.0,[256243. 200996. 318185.],25.52,"[234104.3408494036, 311536.31318862195, 277082.439406719]",12.92,20.87,55.0,44.75
591,591.0,AHPN White,PROPHET,88.92,5.0,[200996. 318185. 254921.],39.66,"[379719.1144250181, 236332.82290737866, 266003.2598348233]",4.35,21.32,25.72,23.63
592,592.0,AHPN White,PROPHET,16.77,6.0,[318185. 254921. 126594.],28.03,"[264814.7431991474, 241841.25425894308, 205320.28378045128]",62.19,23.91,5.13,36.02
593,593.0,AHPN White,PROPHET,26.33,7.0,[254921. 126594. 409573.],60.52,"[187792.9541084563, 236625.81818108665, 129766.1920661752]",68.32,28.69,86.92,37.24
594,594.0,AHPN White,PROPHET,78.33,8.0,[126594. 409573. 202945.],58.35,"[225756.15825767227, 173270.85901897185, 282152.9309014326]",39.03,27.92,57.69,44.86
595,595.0,Adventist Health Tehachapi Valley,SARIMA,10.66,1.0,[ 9904480.82 10888854.15 11706648.99],5.98,"[10960428.025053296, 11003087.933110137, 10976850.609393775]",6.23,4.59,1.05,4.03
596,596.0,Adventist Health Tehachapi Valley,SARIMA,10.91,2.0,[10888854.15 11706648.99 11511924.08],15.04,"[9700343.874994185, 9935787.241796795, 9314694.636812607]",19.09,1.82,15.13,5.85
597,597.0,Adventist Health Tehachapi Valley,SARIMAX,33.75,1.0,[ 9904480.82 10888854.15 11706648.99],13.11,"[13246966.409269597, 11260146.944165653, 11961501.047633862]",2.18,5.48,3.41,8.9
598,598.0,Adventist Health Tehachapi Valley,SARIMAX,8.85,2.0,[10888854.15 11706648.99 11511924.08],7.38,"[9925338.999050396, 11851557.751590887, 10124044.283923745]",12.06,2.21,1.24,7.83
599,599.0,Adventist Health Tehachapi Valley,TBATS,5.22,1.0,[ 9904480.82 10888854.15 11706648.99],6.83,"[10421025.046317417, 10421025.046317417, 10421025.046317417]",10.98,9.21,4.3,78.93
600,600.0,Adventist Health Tehachapi Valley,TBATS,6.26,2.0,[10888854.15 11706648.99 11511924.08],10.13,"[10207131.541089194, 10207131.541089194, 10207131.541089194]",11.33,1.01,12.81,39.45
601,601.0,Adventist Health Tehachapi Valley,VARMAX,9.76,1.0,[ 9904480.82 10888854.15 11706648.99],17.02,"[8938031.5905972, 14056942.372894302, 10277736.689449051]",12.21,213.88,29.09,29.68
602,602.0,Adventist Health Tehachapi Valley,VARMAX,2.92,2.0,[10888854.15 11706648.99 11511924.08],6.49,"[10571203.750391481, 11021882.581927836, 10280625.219253274]",10.7,2.98,5.85,20.74
603,603.0,Adventist Health Tehachapi Valley,VARMA,5.07,1.0,[ 9904480.82 10888854.15 11706648.99],10.9,"[10406669.51502835, 10057364.398139989, 9364448.583609251]",20.01,348.65,7.64,3.14
604,604.0,Adventist Health Tehachapi Valley,VARMA,6.45,2.0,[10888854.15 11706648.99 11511924.08],13.6,"[10186101.923717063, 9695600.96301537, 9536971.764344683]",17.16,11.08,17.18,3.45
605,605.0,Adventist Health Tehachapi Valley,Holt Winter's,4.64,1.0,[ 9904480.82 10888854.15 11706648.99],5.83,"[10364210.04416599, 10446824.33903931, 10677282.61772784]",8.79,14.01,4.06,3.02
606,606.0,Adventist Health Tehachapi Valley,Holt Winter's,8.47,2.0,[10888854.15 11706648.99 11511924.08],12.24,"[9966747.562023032, 9968018.684458572, 9968776.3521656]",13.4,5.61,14.85,2.58
607,607.0,Adventist Health Tehachapi Valley,PROPHET,73.1,1.0,[ 9904480.82 10888854.15 11706648.99],53.38,"[17144685.915409315, 16066240.376845103, 16330116.48820952]",39.49,0.0,47.55,67.96
608,608.0,Adventist Health Tehachapi Valley,PROPHET,42.25,2.0,[10888854.15 11706648.99 11511924.08],38.94,"[6288846.12182242, 7175002.221158743, 7381869.388794673]",35.88,0.0,38.71,10.51
609,609.0,Adventist Health Tehachapi Valley RHC Clinics,SARIMA,40.28,1.0,[302139.94 313689.15 410680.44],33.58,"[423829.0901786269, 489596.45139647974, 428703.8052041327]",4.39,8.06,56.08,8.7
610,610.0,Adventist Health Tehachapi Valley RHC Clinics,SARIMA,8.74,2.0,[313689.15 410680.44 370513.59],10.64,"[341099.993590308, 358965.55315388716, 331251.2736745568]",10.6,12.03,12.59,7.06
611,611.0,Adventist Health Tehachapi Valley RHC Clinics,SARIMAX,35.34,1.0,[302139.94 313689.15 410680.44],24.5,"[408917.1761093944, 225988.18512448497, 368769.38594686176]",10.21,0.0,27.96,14.31
612,612.0,Adventist Health Tehachapi Valley RHC Clinics,SARIMAX,15.32,2.0,[313689.15 410680.44 370513.59],13.15,"[265634.5617878855, 350093.3193610023, 335789.82078776037]",9.37,4.51,14.75,17.49
613,613.0,Adventist Health Tehachapi Valley RHC Clinics,TBATS,37.82,1.0,[302139.94 313689.15 410680.44],33.37,"[416402.340628077, 458098.1873105644, 477409.10639173095]",16.25,8382.69,46.04,1157.21
614,614.0,Adventist Health Tehachapi Valley RHC Clinics,TBATS,4.72,2.0,[313689.15 410680.44 370513.59],12.02,"[328500.6507944796, 328500.6507944796, 328500.6507944796]",11.34,2.01,20.01,49.61
615,615.0,Adventist Health Tehachapi Valley RHC Clinics,VARMAX,7.38,1.0,[302139.94 313689.15 410680.44],16.2,"[324441.9093274087, 383684.0989275083, 333061.7278630278]",18.9,1.18e+18,22.31,30.71
616,616.0,Adventist Health Tehachapi Valley RHC Clinics,VARMAX,11.13,2.0,[313689.15 410680.44 370513.59],16.89,"[278765.0263853913, 308413.5587786469, 316317.39122279995]",14.63,13.79,24.9,10.35
617,617.0,Adventist Health Tehachapi Valley RHC Clinics,VARMA,23.58,1.0,[302139.94 313689.15 410680.44],20.21,"[373381.61711157503, 340834.3250416046, 294095.3473398893]",28.39,4.43e+18,8.65,38.82
618,618.0,Adventist Health Tehachapi Valley RHC Clinics,VARMA,18.99,2.0,[313689.15 410680.44 370513.59],19.78,"[254125.35274602784, 312310.89542089513, 309726.0222129101]",16.41,17.7,23.95,23.94
619,619.0,Adventist Health Tehachapi Valley RHC Clinics,Holt Winter's,29.21,1.0,[302139.94 313689.15 410680.44],19.28,"[390402.8171040121, 384888.67168290407, 386273.48469591216]",5.94,26.03,22.7,8.37
620,620.0,Adventist Health Tehachapi Valley RHC Clinics,Holt Winter's,2.14,2.0,[313689.15 410680.44 370513.59],3.72,"[320404.0984444638, 381638.4057772249, 377704.52861842996]",1.94,8.75,7.07,10.14
621,621.0,Adventist Health Tehachapi Valley RHC Clinics,PROPHET,18.53,1.0,[302139.94 313689.15 410680.44],16.52,"[358117.9212869459, 385379.7976984045, 377082.3565541239]",8.18,0.0,22.85,74.93
622,622.0,Adventist Health Tehachapi Valley RHC Clinics,PROPHET,57.78,2.0,[313689.15 410680.44 370513.59],55.48,"[132449.95980591103, 185475.5373486158, 171054.950877526]",53.83,0.0,54.84,46.44
623,623.0,Adventist Medical Center - Hanford and Selma,SARIMA,6.81,1.0,[1.02564046e+08 9.39300853e+07 1.05963791e+08],2.93,"[109547109.87726717, 93803316.9863765, 104000594.14004984]",1.85,2.45,0.13,2.47
624,624.0,Adventist Medical Center - Hanford and Selma,SARIMA,1.88,2.0,[9.39300853e+07 1.05963791e+08 9.82262977e+07],2.69,"[92166105.49523908, 103026964.9028033, 94866668.71199632]",3.42,2.6,2.77,3.14
625,625.0,Adventist Medical Center - Hanford and Selma,SARIMA,3.35,3.0,[1.05963791e+08 9.82262977e+07 1.02548556e+08],3.04,"[102413518.26102051, 95748954.72200306, 99232365.24532744]",3.23,2.51,2.52,2.64
626,626.0,Adventist Medical Center - Hanford and Selma,SARIMA,2.85,4.0,[9.82262977e+07 1.02548556e+08 9.28548779e+07],3.18,"[95429983.41922379, 100244571.48368919, 96984182.6996906]",4.45,2.45,2.25,3.03
627,627.0,Adventist Medical Center - Hanford and Selma,SARIMA,2.13,5.0,[1.02548556e+08 9.28548779e+07 9.84554947e+07],3.09,"[100361039.27335885, 97929759.02985959, 96808465.5927752]",1.67,2.62,5.47,1.75
628,628.0,Adventist Medical Center - Hanford and Selma,SARIMA,5.8,6.0,[92854877.86999999 98455494.69       95417141.02999999],4.72,"[98239017.93673834, 97441828.67986658, 102425345.55870077]",7.34,2.63,1.03,1.66
629,629.0,Adventist Medical Center - Hanford and Selma,SARIMA,1.22,7.0,[98455494.69       95417141.02999999 95569234.64999999],3.83,"[97257526.34392579, 102491871.93357745, 92826800.6720849]",2.87,2.62,7.41,2.54
630,630.0,Adventist Medical Center - Hanford and Selma,SARIMA,6.81,8.0,[95417141.02999999 95569234.64999999 98447979.27      ],5.25,"[101915398.04875448, 92818780.61453986, 104414139.4688241]",6.06,2.56,2.88,2.59
631,631.0,Adventist Medical Center - Hanford and Selma,SARIMA,3.4,9.0,[95569234.64999999 98447979.27       90821947.22000003],4.24,"[92315429.93572214, 101698394.74461952, 96275827.94282015]",6.01,2.53,3.3,4.54
632,632.0,Adventist Medical Center - Hanford and Selma,SARIMA,3.33,10.0,[98447979.27       90821947.22000003 92582535.83999999],3.69,"[101728138.98475997, 96415357.25430559, 94055707.42644124]",1.59,2.7,6.16,1.94
633,633.0,Adventist Medical Center - Hanford and Selma,SARIMA,6.14,11.0,[9.08219472e+07 9.25825358e+07 1.10073070e+08],3.99,"[96399299.02507582, 93532549.42090373, 104789999.2304519]",4.8,2.34,1.03,4.96
634,634.0,Adventist Medical Center - Hanford and Selma,SARIMA,1.55,12.0,[9.25825358e+07 1.10073070e+08 1.01409692e+08],3.27,"[94018021.9079289, 105296907.14286608, 97444471.99998331]",3.91,2.29,4.34,5.56
635,635.0,Adventist Medical Center - Hanford and Selma,SARIMAX,7.12,1.0,[1.02564046e+08 9.39300853e+07 1.05963791e+08],4.07,"[109864437.50058803, 93410449.11014909, 101164153.38318816]",4.53,2.17,0.55,4.07
636,636.0,Adventist Medical Center - Hanford and Selma,SARIMAX,1.58,2.0,[9.39300853e+07 1.05963791e+08 9.82262977e+07],2.44,"[92444413.89807196, 101176833.59430909, 97027321.43358473]",1.22,2.13,4.52,5.53
637,637.0,Adventist Medical Center - Hanford and Selma,SARIMAX,5.09,3.0,[1.05963791e+08 9.82262977e+07 1.02548556e+08],2.83,"[100572645.20874457, 98018772.5419719, 99285235.15451142]",3.18,2.23,0.21,3.58
638,638.0,Adventist Medical Center - Hanford and Selma,SARIMAX,1.19,4.0,[9.82262977e+07 1.02548556e+08 9.28548779e+07],1.96,"[99396131.520503, 102276614.78264686, 96967534.73938236]",4.43,2.22,0.27,3.45
639,639.0,Adventist Medical Center - Hanford and Selma,SARIMAX,2.6,5.0,[1.02548556e+08 9.28548779e+07 9.84554947e+07],2.18,"[99881008.1672484, 95418050.28374836, 97285023.30330719]",1.19,2.49,2.76,1.75
640,640.0,Adventist Medical Center - Hanford and Selma,SARIMAX,4.19,6.0,[92854877.86999999 98455494.69       95417141.02999999],3.37,"[96747178.20882383, 99125343.66274068, 100407271.25433227]",5.23,2.53,0.68,1.7
641,641.0,Adventist Medical Center - Hanford and Selma,SARIMAX,0.31,7.0,[98455494.69       95417141.02999999 95569234.64999999],2.37,"[98762504.22617438, 100167648.19950977, 93820030.9021965]",1.83,2.38,4.98,1.89
642,642.0,Adventist Medical Center - Hanford and Selma,SARIMAX,5.25,8.0,[95417141.02999999 95569234.64999999 98447979.27      ],4.11,"[100430435.73255675, 94086013.9979101, 103874164.59413406]",5.51,2.2,1.55,1.98
643,643.0,Adventist Medical Center - Hanford and Selma,SARIMAX,2.29,9.0,[95569234.64999999 98447979.27       90821947.22000003],3.61,"[93376907.43670575, 102804707.66301188, 94560619.6031386]",4.12,2.0,4.43,1.8
644,644.0,Adventist Medical Center - Hanford and Selma,SARIMAX,4.77,10.0,[98447979.27       90821947.22000003 92582535.83999999],3.47,"[103143288.08329101, 94138476.7742713, 94429150.10875762]",1.99,1.87,3.65,2.27
645,645.0,Adventist Medical Center - Hanford and Selma,SARIMAX,3.66,11.0,[9.08219472e+07 9.25825358e+07 1.10073070e+08],3.29,"[94148249.21258469, 93637701.42075607, 104492110.20663133]",5.07,1.98,1.14,3.17
646,646.0,Adventist Medical Center - Hanford and Selma,SARIMAX,1.44,12.0,[9.25825358e+07 1.10073070e+08 1.01409692e+08],4.7,"[93918262.46416597, 104425839.96721017, 93791502.36259623]",7.51,2.11,5.13,3.95
647,647.0,Adventist Medical Center - Hanford and Selma,TBATS,6.18,1.0,[1.02564046e+08 9.39300853e+07 1.05963791e+08],5.87,"[96229327.91166387, 96503536.7064227, 96758493.18181343]",8.69,3.87,2.74,3.89
648,648.0,Adventist Medical Center - Hanford and Selma,TBATS,4.68,2.0,[9.39300853e+07 1.05963791e+08 9.82262977e+07],4.16,"[98322679.30159561, 98781245.68537576, 99241950.77445835]",1.03,3.86,6.78,5.3
649,649.0,Adventist Medical Center - Hanford and Selma,TBATS,9.27,3.0,[1.05963791e+08 9.82262977e+07 1.02548556e+08],5.43,"[96145064.53534107, 96598180.31638525, 97052215.96374817]",5.36,3.91,1.66,4.39
650,650.0,Adventist Medical Center - Hanford and Selma,TBATS,1.41,4.0,[9.82262977e+07 1.02548556e+08 9.28548779e+07],4.04,"[99615373.88266832, 100091981.38150394, 100570869.19915694]",8.31,3.96,2.4,5.77
651,651.0,Adventist Medical Center - Hanford and Selma,TBATS,2.56,5.0,[1.02548556e+08 9.28548779e+07 9.84554947e+07],4.37,"[99924140.62201463, 100386707.30708802, 100850805.79171444]",2.43,3.77,8.11,3.04
652,652.0,Adventist Medical Center - Hanford and Selma,TBATS,7.52,6.0,[92854877.86999999 98455494.69       95417141.02999999],4.94,"[99838721.55691671, 100243071.26785548, 100647038.0297796]",5.48,3.83,1.82,3.72
653,653.0,Adventist Medical Center - Hanford and Selma,TBATS,1.87,7.0,[98455494.69       95417141.02999999 95569234.64999999],4.46,"[100297874.75012566, 100756028.40363894, 101216274.87218113]",5.91,4.13,5.6,4.04
654,654.0,Adventist Medical Center - Hanford and Selma,TBATS,6.17,8.0,[95417141.02999999 95569234.64999999 98447979.27      ],5.53,"[101306405.8812561, 101799200.34720127, 102294214.46731699]",3.91,3.99,6.52,4.5
655,655.0,Adventist Medical Center - Hanford and Selma,TBATS,1.53,9.0,[95569234.64999999 98447979.27       90821947.22000003],3.3,"[97028881.26877199, 97065323.28761105, 97146522.41227363]",6.96,4.0,1.4,4.43
656,656.0,Adventist Medical Center - Hanford and Selma,TBATS,1.01,10.0,[98447979.27       90821947.22000003 92582535.83999999],4.59,"[97449256.17550267, 97513016.40416479, 97576900.27950083]",5.39,3.41,7.37,5.57
657,657.0,Adventist Medical Center - Hanford and Selma,TBATS,8.43,11.0,[9.08219472e+07 9.25825358e+07 1.10073070e+08],8.42,"[98474856.2265526, 99110549.45904946, 99308022.6461221]",9.78,3.79,7.05,1.97
658,658.0,Adventist Medical Center - Hanford and Selma,TBATS,3.3,12.0,[9.25825358e+07 1.10073070e+08 1.01409692e+08],7.37,"[95633565.05126053, 95633565.05126053, 95633565.05126053]",5.7,4.14,13.12,3.32
659,659.0,Adventist Medical Center - Hanford and Selma,VARMAX,2.66,1.0,[1.02564046e+08 9.39300853e+07 1.05963791e+08],5.55,"[99831321.80812109, 91885569.41457589, 93438131.31762344]",11.82,3.29,2.18,3.64
660,660.0,Adventist Medical Center - Hanford and Selma,VARMAX,1.82,2.0,[9.39300853e+07 1.05963791e+08 9.82262977e+07],5.14,"[92225200.63705783, 95267529.65399276, 94773007.7233978]",3.52,3.19,10.09,3.22
661,661.0,Adventist Medical Center - Hanford and Selma,VARMAX,10.14,3.0,[1.05963791e+08 9.82262977e+07 1.02548556e+08],6.88,"[95218486.53635837, 95787196.07561761, 94342723.00232075]",8.0,3.08,2.48,5.42
662,662.0,Adventist Medical Center - Hanford and Selma,VARMAX,0.87,4.0,[9.82262977e+07 1.02548556e+08 9.28548779e+07],3.34,"[97373694.81492937, 100380132.2500671, 99386140.41523837]",7.03,3.2,2.11,4.5
663,663.0,Adventist Medical Center - Hanford and Selma,VARMAX,1.08,5.0,[1.02548556e+08 9.28548779e+07 9.84554947e+07],4.47,"[101438744.22527294, 101221817.18020797, 95198964.23833583]",3.31,3.27,9.01,3.73
664,664.0,Adventist Medical Center - Hanford and Selma,VARMAX,9.48,6.0,[92854877.86999999 98455494.69       95417141.02999999],6.7,"[101657901.90753154, 94375488.33552738, 101603312.02665003]",6.48,3.39,4.14,6.37
665,665.0,Adventist Medical Center - Hanford and Selma,VARMAX,3.9,7.0,[98455494.69       95417141.02999999 95569234.64999999],2.54,"[94616449.52486442, 95063360.52194571, 92365954.0608325]",3.35,3.38,0.37,2.88
666,666.0,Adventist Medical Center - Hanford and Selma,VARMAX,0.29,8.0,[95417141.02999999 95569234.64999999 98447979.27      ],0.58,"[95689454.35814346, 95636135.82483995, 99804151.09701009]",1.38,3.29,0.07,4.24
667,667.0,Adventist Medical Center - Hanford and Selma,VARMAX,0.27,9.0,[95569234.64999999 98447979.27       90821947.22000003],2.55,"[95827277.00387315, 99835806.44072871, 96237561.49450403]",5.96,3.27,1.41,5.19
668,668.0,Adventist Medical Center - Hanford and Selma,VARMAX,0.49,10.0,[98447979.27       90821947.22000003 92582535.83999999],2.83,"[98932439.17461415, 94023962.0114191, 96726733.9020908]",4.48,3.25,3.53,1.04
669,669.0,Adventist Medical Center - Hanford and Selma,VARMAX,0.61,11.0,[9.08219472e+07 9.25825358e+07 1.10073070e+08],6.87,"[91376313.2714498, 97237838.92845756, 93597664.81136326]",14.97,3.41,5.03,1.37
670,670.0,Adventist Medical Center - Hanford and Selma,VARMAX,4.13,12.0,[9.25825358e+07 1.10073070e+08 1.01409692e+08],7.29,"[96407896.52582447, 96382368.97973411, 96039557.44606765]",5.3,3.29,12.44,2.21
671,671.0,Adventist Medical Center - Hanford and Selma,VARMA,6.15,1.0,[1.02564046e+08 9.39300853e+07 1.05963791e+08],7.08,"[96259522.40321271, 90226205.04973371, 94161923.26874547]",11.14,2.97,3.94,2.13
672,672.0,Adventist Medical Center - Hanford and Selma,VARMA,4.56,2.0,[9.39300853e+07 1.05963791e+08 9.82262977e+07],5.67,"[89650535.37052687, 96324215.80733545, 94917148.67563634]",3.37,2.96,9.1,2.54
673,673.0,Adventist Medical Center - Hanford and Selma,VARMA,9.6,3.0,[1.05963791e+08 9.82262977e+07 1.02548556e+08],6.86,"[95790602.55083643, 95329219.3335553, 94301306.83234598]",8.04,3.13,2.95,3.74
674,674.0,Adventist Medical Center - Hanford and Selma,VARMA,0.94,4.0,[9.82262977e+07 1.02548556e+08 9.28548779e+07],5.63,"[99153003.25827098, 97371299.66985166, 102961380.19708192]",10.88,3.04,5.05,7.28
675,675.0,Adventist Medical Center - Hanford and Selma,VARMA,5.37,5.0,[1.02548556e+08 9.28548779e+07 9.84554947e+07],6.96,"[97045793.58229165, 103178910.68446665, 94134600.27567363]",4.39,3.14,11.12,5.42
676,676.0,Adventist Medical Center - Hanford and Selma,VARMA,10.89,6.0,[92854877.86999999 98455494.69       95417141.02999999],7.53,"[102968089.45588692, 96374250.10879125, 104572864.0521075]",9.6,3.14,2.11,6.2
677,677.0,Adventist Medical Center - Hanford and Selma,VARMA,1.49,7.0,[98455494.69       95417141.02999999 95569234.64999999],2.08,"[96991051.3248081, 98770165.79108526, 94397219.87969606]",1.23,3.45,3.51,4.95
678,678.0,Adventist Medical Center - Hanford and Selma,VARMA,3.15,8.0,[95417141.02999999 95569234.64999999 98447979.27      ],1.66,"[98421241.18930645, 95417506.58988185, 100104104.0495233]",1.68,3.47,0.16,6.55
679,679.0,Adventist Medical Center - Hanford and Selma,VARMA,0.52,9.0,[95569234.64999999 98447979.27       90821947.22000003],2.45,"[96069646.60488911, 99710233.06491129, 95851228.46895051]",5.54,3.52,1.28,6.58
680,680.0,Adventist Medical Center - Hanford and Selma,VARMA,2.0,10.0,[98447979.27       90821947.22000003 92582535.83999999],4.06,"[96474338.89671023, 96962674.50931521, 95755059.21656872]",3.43,3.52,6.76,1.72
681,681.0,Adventist Medical Center - Hanford and Selma,VARMA,6.39,11.0,[9.08219472e+07 9.25825358e+07 1.10073070e+08],7.34,"[96625219.46159454, 97348938.6438628, 98538742.06986038]",10.48,3.47,5.15,2.47
682,682.0,Adventist Medical Center - Hanford and Selma,VARMA,3.87,12.0,[9.25825358e+07 1.10073070e+08 1.01409692e+08],9.08,"[96166683.89271589, 93582193.29919398, 92916044.76596117]",8.38,3.67,14.98,1.71
683,683.0,Adventist Medical Center - Hanford and Selma,Holt Winter's,2.35,1.0,[1.02564046e+08 9.39300853e+07 1.05963791e+08],1.54,"[104970516.94258356, 93280808.5422931, 104291836.85693482]",1.58,2.31,0.69,4.88
684,684.0,Adventist Medical Center - Hanford and Selma,Holt Winter's,1.14,2.0,[9.39300853e+07 1.05963791e+08 9.82262977e+07],1.42,"[92858751.95176843, 104347320.70790742, 96666585.71347252]",1.59,2.35,1.53,1.87
685,685.0,Adventist Medical Center - Hanford and Selma,Holt Winter's,0.75,3.0,[1.05963791e+08 9.82262977e+07 1.02548556e+08],1.14,"[105173263.213631, 97863596.18216242, 100170232.3826502]",2.32,2.4,0.37,1.4
686,686.0,Adventist Medical Center - Hanford and Selma,Holt Winter's,0.55,4.0,[9.82262977e+07 1.02548556e+08 9.28548779e+07],2.72,"[97683937.33199617, 101603933.93330692, 99065838.17893293]",6.69,2.34,0.92,2.08
687,687.0,Adventist Medical Center - Hanford and Selma,Holt Winter's,1.22,5.0,[1.02548556e+08 9.28548779e+07 9.84554947e+07],2.98,"[101299368.20372435, 99298989.67762545, 97681001.79468068]",0.79,2.39,6.94,1.08
